,authors,title,year,Journal,doi/url,abstract,keywords,inclusion: IACS,inclusion: plot-level data,country,is the paper in english,exclusion yes/no,exclusion: reason,responsible
172,"['Liman, Anna‐Sara', 'Dalin, Peter', 'Björkman, Christer']",Detectability of landscape effects on recolonization increases with regional population density,2015,Ecology and Evolution,http://dx.doi.org/10.1002/ece3.1527,"Variation in population size over time can influence our ability to identify landscape‐moderated differences in community assembly. To date, however, most studies at the landscape scale only cover snapshots in time, thereby overlooking the temporal dynamics of populations and communities. In this paper, we present data that illustrate how temporal variation in population density at a regional scale can influence landscape‐moderated variation in recolonization and population buildup in disturbed habitat patches. Four common insect species, two omnivores and two herbivores, were monitored over 8 years in 10 willow short‐rotation coppice bio‐energy stands with a four‐year disturbance regime (coppice cycle). The population densities in these regularly disturbed stands were compared to densities in 17 undisturbed natural Salix cinerea (grey willow) stands in the same region. A time series approach was used, utilizing the natural variation between years to statistically model recolonization as a function of landscape composition under two different levels of regional density. Landscape composition, i.e. relative amount of forest vs. open agricultural habitats, largely determined the density of re‐colonizing populations following willow coppicing in three of the four species. However, the impact of landscape composition was not detectable in years with low regional density. Our results illustrate that landscape‐moderated recolonization can change over time and that considering the temporal dynamics of populations may be crucial when designing and evaluating studies at landscape level.","['Biology', 'Composition', 'Coppicing', 'Disturbance', 'Habitats', 'Herbivores', 'Insects', 'Landscape', 'Landscape design', 'Landscape ecology', 'Omnivores', 'Population density', 'Population growth', 'Population number', 'Recolonization', 'Studies', 'Temporal variations', 'Time series', 'Willow', 'population dynamics', 'regional synchrony', 'scale', 'time series', 'willow short rotation coppice']",yes,yes,SE,yes,no,,Henning
173,"['Brožová, I']",The economic performance analysis of organic farms in the Czech Republic,2011,Agricultural Economics,http://dx.doi.org/10.17221/39/2011-AGRICECON,"The research presented in the paper was aimed at analyzing the economic performance of organic farms in the Czech Republic and at evaluating their operation in variants (i.e. including or excluding subsidies). The research was targeted solely at legal entities due to a limited data base. The performance of organic farms (individual kinds of legal entities) was compared by regions with the agricultural enterprises farming conventionally. The organic farms economic profit was as well assessed in relation to their field of activity. Based on the analysis made, the economic situation is more favourable for the organically farming enterprises. Their economic results are actively influenced by subsidies without which an absolute majority of enterprises would be operating at a loss. (When including subsidies in the yields, 84.9% farms of the sample were profitable. On the other hand, while excluding subsidies, 95.7% of the enterprises were loss-making.) Economic success of the farms is influenced – together with subsidies – by the natural and climatic conditions as well as and by their field of activities. The enterprises farming permanent grassland (solely or in combination with a different culture) prevail. A lower intensity of this farming is reflected in the more favourable economic results.","['Business And Economics--Economic Systems And Theor', 'Climatic conditions', 'Czech Republic', 'Economic analysis', 'Farming', 'Farms', 'Grasslands', 'Organic farming', 'Subsidies', 'Subsidies (financial)', 'Sustainable agriculture', 'analysis', 'costs', 'economic performance', 'economic result', 'organic farm', 'subsidies', 'yields']",yes,no,CZ,yes,yes,plot-level,Henning
174,"['Skuras, Konstantinos X Soulis ; Emmanouil Psomiadis ; Paraskevi Londra ; Dimitris']",A New Model-Based Approach for the Evaluation of the Net Contribution of the European Union Rural Development Program to the Reduction of Water Abstractions in Agriculture,2020,Sustainability,https://doi.org/10.3390/su12177137,"Agriculture is an essential driving force in water resources management and has a central role in the European Union_s Rural Development Programme (RDP). In this study, the solution developed addresses countries characterised by relatively small farms, vast spatial and temporal variability and severe data scarcity. The proposed model-based approach is directly relevant to the evaluation of agricultural policies affecting water abstraction based on multisource data. The evaluation process utilises an entirely spatially distributed, continuous hydrological model. The model provides a gridded output of the main hydrological balance components, as well as vegetation water deficit and irrigation water requirements, on a daily temporal step on a country scale. It provides information at the farm level and facilitates the estimation of water abstractions in agriculture, taking into consideration all the pertinent information included in the Integrated Administration and Control System database that is maintained by RDPs in Europe. Remote sensing data also are used to validate crop patterns. The obtained results were analysed to estimate the net effect of the RDP to the reduction of water abstractions in agriculture. This work produces valuable information concerning the evaluation of agricultural policies and the assessment of land use, and climate change adaptation and mitigation strategies.",['water resources management ; hydrological model ;'],yes,yes,other,yes,yes,country,Henning
178,"['Legras, Sophie', 'Martin, Elsa', 'Piguet, Virginie']",Conjunctive Implementation of Land Sparing and Land Sharing for Environmental Preservation,2018,Ecological Economics,https://doi.org/10.1016/j.ecolecon.2017.07.006,"In this paper, we investigate the concept of land sharing and land sparing management options for environmental preservation. We propose a general framework for the analysis of the conjunctive implementation of both land management options. This general framework provides an empirical rule of selection that can easily be implemented by a land-planner without specific knowledge of optimization procedures. Our main finding is that both the environmental benefit to cost ratio and the benefit difference (between a sharing and a sparing management option) to cost difference ratio matter for selection of parcels. We then develop an empirical application of this framework for the Seine-Ource river catchment in Burgundy, France. We look for the best land management option to implement for water quality preservation. We show that it is more cost-effective to implement land sharing and land sparing management options conjunctively than separately.","['Land management', 'Pesticides']",yes,yes,FR,yes,no,,Max
179,"['Stjernman, Martin', 'Green, Martin', 'Lindström, Åke', 'Olsson, Ola', 'Ottvall, Richard', 'Smith, Henrik G']",Habitat-specific bird trends and their effect on the Farmland Bird Index,2013,Ecological Indicators,https://doi.org/10.1016/j.ecolind.2012.07.016,"Farmland birds in Europe have declined in numbers from the last decades, as reflected in the Farmland Bird Index (FBI), a multi-species indicator of population trends adopted by the European Union. Some of these farmland bird species breed to a varying degree also in non-farmland habitats; however, the indicator is calculated using trends estimated from all birds counted of each species, irrespective of habitat. Consequently, when interpreting indicators of farmland birds, it is important to know the influence of including the trends of the populations in non-farmland habitats. We estimated national and regional bird–habitat relationships and population trends of 14 of the species included in the Swedish version of FBI. Bird data came from the Swedish Bird Survey (1996–2008) including 716 separate routes, and detailed habitat data came from the Swedish Board of Agriculture (1999–2008). The proportion of individuals that occurred in non-farmland habitats ranged from 2% to 96%. Local densities were generally highest in farmland habitats, but because only 7–8% of the surface of Sweden is farmland, even low local densities in non-farmland sum up to high national totals. With few exceptions, the temporal trends of species were independent of the amount of farmland on routes, suggesting similar trends within and outside farmland. Accordingly, incorporating data on farmland birds from non-farmland habitats had only a limited effect on the FBI. But given that habitat-specific trends may well occur, it is important that multi-species indices are checked for potential habitat-specific differences among the included species.","['Farmland Bird Index', 'Farmland birds', 'Habitat-specific trends', 'Multispecies indicator', 'Population trends', 'Species–habitat relationship']",yes,yes,SE,yes,no,,Max
180,"['Skaloš, Jan', 'Richter, Pavel', 'Keken, Zdeněk']",Changes and trajectories of wetlands in the lowland landscape of the Czech Republic,2017,Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2017.06.064,"Wetland biotopes play many roles in the landscape. The primary objective of this study was to analyse historical long-term changes of wetlands in the lowland areas of the Czech Republic, with emphasis on their spatio-temporal changes in the landscape and with stress on the use of different types of information sources. The following research questions were asked: (1) What are the wetland spatio-temporal changes (expressed through the number and size of continuously existing, extinct, and recent wetlands) and wetland change trajectories (expressed by quantifying and localising LULC categories that replaced extinct wetlands as well as categories of LULC at the expense of which wetlands occur) in the lowland landscape of the Czech Republic? (2) What methodological conclusions and recommendations for the investigation of wetland changes in a landscape can be derived from the study? The sources used for the study included historical maps from the Stable Land Registry 1841, a current orthophoto map (2015), the DIBAVOD database, LPIS [Land-Parcel Identification System] database verification, the Czech Land Registry, and field mapping (2015). Three wetland biotope types were examined: swamps and marshes, waterlogged meadows, and waterlogged woody vegetation. Spatial analysis using GIS tools (intersection, symmetrical difference) was performed to analyse the spatio-temporal wetland changes. The total wetland area has decreased dramatically from 5762ha (over 9.5% of the territory included in the study) in 1825–1843 to 54ha (0.9%) in 2014. Extinct wetlands predominate (99.1%) in the area, whilst recent and continuous wetlands are nearly identical (0.5% and 0.4%, respectively). A selected sample of 10 cadastral districts was used to examine the error against the DIBAVOD method and find that the error is relatively low (0.13%). The results of this study document fundamental spatio-temporal changes (expressed through change trajectories) of wetland biotopes at the landscape level in the lowland and hilly areas of the Czech Republic. The most frequent change type is wetland loss in favour of arable land (nearly one-half of all wetlands) due to extensive agricultural management. The use of the DIBAVOD method is effective, taking the relatively low error into account. The results of the study substantially contribute to the development of methods for the investigation of spatio-temporal changes in wetlands and other selected biotopes in the context of the landscape.","['Change trajectories', 'Habitat continuity', 'Land use/cover history', 'Wetlands']",yes,yes,CZ,yes,no,,Max
181,"['Sládková, J']",Integration of soil information systems. BIS and SOTER perspectives,2008,Soil and Water Research,http://dx.doi.org/10.17221/2090-SWR,"The article presents an overview and brief characteristics of the selected soil information systems in the Czech Republic. It suggests synchronisation of their development, particularly some convergence of the Land Evaluation Information System and Soil and Terrain Digital Database. In the pilot area of Litoměřice district, it demonstrates the application of the SOTER methodology for the construction of middle- and detail-scale soil maps, using the data from the General survey of agricultural soils. It not only shows the variety of the district soil conditions, but it also supplements them with the data gathered in the 2006 soil survey.","['Agricultural land', 'BIS', 'Information systems', 'SOTER', 'Soil conditions', 'Soil maps', 'Soil surveys', 'Soils', 'Surveys', 'Synchronism', 'Water Resources', 'soil information systems', 'soil maps and survey']",?,?,CZ,yes,yes,? It is a review paper about CZ LPIS and IACS,Max
182,"['Waldner, François', 'Fritz, Steffen', 'Gregorio, Antonio Di', 'Defourny, Pierre']","Mapping Priorities to Focus Cropland Mapping Activities: Fitness Assessment of Existing Global, Regional and National Cropland Maps",2015,Remote Sensing,http://dx.doi.org/10.3390/rs70607959,"Timely and accurate information on the global cropland extent is critical for applications in the fields of food security, agricultural monitoring, water management, land-use change modeling and Earth system modeling. On the one hand, it gives detailed location information on where to analyze satellite image time series to assess crop condition. On the other hand, it isolates the agriculture component to focus food security monitoring on agriculture and to assess the potential impacts of climate change on agricultural lands. The cropland class is often poorly captured in global land cover products due to its dynamic nature and the large variety of agro-systems. The overall objective was to evaluate the current availability of cropland datasets in order to propose a strategic planning and effort distribution for future cropland mapping activities and, therefore, to maximize their impact. Following a very comprehensive identification and collection of national to global land cover maps, a multi-criteria analysis was designed at the country level to identify the priority areas for cropland mapping. As a result, the analysis highlighted priority regions, such as Western Africa, Ethiopia, Madagascar and Southeast Asia, for the remote sensing community to focus its efforts. A Unified Cropland Layer at 250 m for the year 2014 was produced combining the fittest products. It was assessed using global validation datasets and yields an overall accuracy ranging from 82%-94%. Masking cropland areas with a global forest map reduced the commission errors from 46% down to 26%. Compared to the GLC-Share and the International Institute for Applied Systems Analysis-International Food Policy Research Institute (IIASA-IFPRI) cropland maps, significant spatial disagreements were found, which might be attributed to discrepancies in the cropland definition. This advocates for a shared definition of cropland, as well as global validation datasets relevant for the agriculture class in order to systematically assess existing and future cropland maps.",['Physics'],yes,no,?,yes,yes,? They collect many data sets from all over the world and combine them into one croland product,Max
183,"['Goga, Tomáš', 'Feranec, Ján', 'Bucha, Tomáš', 'Rusnák, Miloš', 'Sačkov, Ivan', 'Barka, Ivan', 'Kopecká, Monika', 'Papčo, Juraj', 'Oťaheľ, Ján', 'Szatmári, Daniel', 'Pazúr, Róbert', 'Sedliak, Maroš', 'Pajtík, Jozef', 'Vladovič, Jozef']",A Review of the Application of Remote Sensing Data for Abandoned Agricultural Land Identification with Focus on Central and Eastern Europe,2019,Remote Sensing,http://dx.doi.org/10.3390/rs11232759,"This study aims to analyze and assess studies published from 1992 to 2019 and listed in the Web of Science (WOS) and Current Contents (CC) databases, and to identify agricultural abandonment by application of remote sensing (RS) optical and microwave data. We selected 73 studies by applying structured queries in a field tag form and Boolean operators in the WOS portal and by expert analysis. An expert assessment yielded the topical picture concerning the definitions and criteria for the identification of abandoned agricultural land (AAL). The analysis also showed the absence of similar field research, which serves not only for validation, but also for understanding the process of agricultural abandonment. The benefit of the fusion of optical and radar data, which supports the application of Sentinel-1 and Sentinel-2 data, is also evident. Knowledge attained from the literary sources indicated that there exists, in the world literature, a well-covered problem of abandonment identification or biomass estimation, as well as missing works dealing with the assessment of the natural accretion of biomass in AAL.","['Abandonment', 'Accretion', 'Agricultural land', 'Agricultural production', 'Agriculture', 'Biomass', 'Boolean algebra', 'Common Agricultural Policy', 'Crops', 'Demography', 'Deposition', 'Eastern Europe', 'Farming', 'Land use planning', 'Physics', 'Population', 'Radar data', 'Radiation', 'Reforms', 'Remote sensing', 'Rural areas', 'Socioeconomic factors', 'Wineries & vineyards', 'abandoned agricultural land', 'optical data', 'radar data', 'satellite remote sensing']",no,no,?,yes,yes,it is a review paper; they don't use LPIS,Max
184,"['Herbertsson, Lina', 'Rundlöf, Maj', 'Smith, Henrik G']",The relation between oilseed rape and pollination of later flowering plants varies across plant species and landscape contexts,2017,Basic and Applied Ecology,https://doi.org/10.1016/j.baae.2017.08.001,"Increasing cultivation of oilseed rape may have consequences for pollinators and wild plant pollination. By providing pollinating insects with pollen and nectar, oilseed rape benefits short-tongued, generalist insect species. Long-tongued bumble bee species, specialized to other flower types, may instead be negatively affected by increased competition from the generalists (e.g. due to nectar-robbing of long-tubed flowers) after oilseed rape flowering has ceased. We expected that the increased abundance of short-tongued pollinators and reduced abundance of long-tongued bumble bees in landscapes with a high proportion of oilseed rape would impact the pollination of later flowering wild plant species. In addition, we expected contrasting effects on plants pollinated by short-tongued pollinators and those pollinated by long-tongued bumble bees. We predicted that semi-natural grasslands, which provide insects with alternative floral resources, would reduce both negative and positive effects on pollination by mitigating competition between pollinators. In 16 semi-natural grasslands, surrounded by agricultural landscapes, with a variation in both the proportion of oilseed rape and the proportion of semi-natural grassland within 1km, we studied reproductive output in two species of potted plants with different pollination strategies: the woodland strawberry (Fragaria vesca) and red clover (Trifolium pratense). The first species is mainly pollinated by short-tongued pollinators, e.g. hoverflies and solitary bees, and the latter by long-tongued bumble bees. Both species flowered after oilseed rape. Strawberry weight was higher in landscapes with a high proportion of oilseed rape, but only in landscapes with a low proportion of semi-natural grassland. The proportion of developed achenes was also positively related to the proportion of oilseed rape, but only during the latest flowering period. In contrast, red clover seed set was unrelated to the proportion of oilseed rape. Whereas the discrepancy between the two strawberry measurements calls for further research, this study suggests that oilseed rape can affect later flowering plants and that the impact differs among species.","['Canola', 'Rapeseed', 'Tongue-length']",yes,yes,SE,yes,no,,Max
185,"['Gass, Viktoria', 'Schmidt, Johannes', 'Strauss, Franziska', 'Schmid, Erwin']",Assessing the economic wind power potential in Austria,2013,Energy Policy,https://doi.org/10.1016/j.enpol.2012.10.079,"In the European Union, electricity production from wind energy is projected to increase by approximately 16% until 2020. The Austrian energy plan aims at increasing the currently installed wind power capacity from approximately 1GW to 3GW until 2020 including an additional capacity of 700MW until 2015. The aim of this analysis is to assess economically viable wind turbine sites under current feed-in tariffs considering constraints imposed by infrastructure, the natural environment and ecological preservation zones in Austria. We analyze whether the policy target of installing an additional wind power capacity of 700MW until 2015 is attainable under current legislation and developed a GIS based decision system for wind turbine site selection.Results show that the current feed-in tariff of 9.7 ct kWh−1 may trigger an additional installation of 3544MW. The current feed-in tariff can therefore be considered too high as wind power deployment would exceed the target by far. Our results indicate that the targets may be attained more cost-effectively by applying a lower feed-in tariff of 9.1 ct kWh−1. Thus, windfall profits at favorable sites and deadweight losses of policy intervention can be minimized while still guaranteeing the deployment of additional wind power capacities.","['GIS', 'Levelized cost of electricity', 'Wind power potential']",yes,no,AT,yes,no,,Max
186,"['Leonhardt, Heidi', 'Penker, Marianne', 'Salhofer, Klaus']",Do farmers care about rented land? A multi-method study on land tenure and soil conservation,2019,Land Use Policy,https://doi.org/10.1016/j.landusepol.2018.12.006,"Does ownership status of agricultural land determine farmers’ soil use behaviour? Why (not)? We investigate this old question using multiple methods and data. We apply econometric analysis to plot-level data to determine whether planting decisions differ between rented and owned plots. In addition, we analyse interviews with Austrian farmers with the aim of explaining (a lack of) differences. We find a very small influence of tenancy on crop choice in the quantitative part of the study, and qualify these findings in the qualitative part. If at all, interviewed farmers treat rented and owned land differently primarily with respect to fertilization or liming, particularly if the rental is insecure or short-term. We find that renting is often perceived as long-term and secure in Austria, resulting in equal soil conservation behaviour on rented and owned plots. Personal relationships between renter and landowner as well as farmers’ attitudes additionally support soil conservation.","['Farmer behaviour', 'Land ownership', 'Land rental', 'Property rights', 'Soil conservation']",yes,yes,AT,yes,no,,Max
187,"['Matzdorf, Bettina', 'Kaiser, Thomas', 'Rohner, Maria-Sofie']",Developing biodiversity indicator to design efficient agri-environmental schemes for extensively used grassland,2008,Ecological Indicators,https://doi.org/10.1016/j.ecolind.2007.02.002,"Agri-environmental measures are among the most important instruments for the promotion of environmentally adapted agricultural land use. While their pertinence in Europe has been increasing for some years, evaluations of these measures have shown that their design is still lacking in both effectiveness and efficiency. This paper describes the derivation of indicator plant species that make it possible to implement result-oriented remuneration schemes in the grassland sector. In many ways, result-oriented agri-environmental schemes can be expected to prove superior to the measure-oriented schemes which are currently most widely used. It is demonstrated how a checklist of indicator species can be derived by using expert knowledge and statistical crosschecks with a database of pre-existing vegetation samples. These species are indicators for conservationally relevant, agriculturally usable grassland on moderately dry to moderately wet sites. The qualities that make a site eligible for remuneration are defined by societal demand as expressed through political objectives and guidelines. One of the challenges in deriving an indicator checklist was to represent quality through species that not only satisfy scientific criteria like validity, but are also operational within remuneration programmes. For example, operational indicator species have to be easily identifiable. The checklist of indicator species for result-oriented remuneration in the Land Brandenburg presented here covers the entire spectrum of site conditions and all types of usable grassland in Brandenburg.","['Agri-environmental measures', 'Agri-environmental policy', 'Brandenburg', 'Efficiency', 'Grassland', 'Indicators']",no,no,DE,yes,yes,They just mention IACS in the conclusion,Max
188,"['Tetzlaff, Björn', 'Friedrich, Klaus', 'Vorderbrügge, Thomas', 'Vereecken, Harry', 'Wendland, Frank']",Distributed modelling of mean annual soil erosion and sediment delivery rates to surface waters,2013,CATENA,https://doi.org/10.1016/j.catena.2011.08.001,"Soil erosion on arable land and on steep vineyards is a major problem in the state of Hesse (21,115km2) in central Germany. The aim of a joint study between the Research Centre Jülich and the Hessian Agency for the Environment and Geology was to identify parcels which are severely affected by water erosion and to identify areas at risk for sediment input to surface waters. For this purpose, the ABAG, an adaption of the USLE approach to German conditions, has been employed with the best available data sets on K-, C-, R- and LS-factors. Model results show that soil losses in Hesse vary between <0.5 and >15tonnes/(ha·year). The mean loss amounts to ca. 4.3tonnes/(ha·year). The sediment delivery ratios for 450 sub-catchments range between 0.5 and 78% with a mean of 18%. An uncertainty analysis based on Gaussian error propagation and Monte Carlo simulation showed that the uncertainty of model results induced by input data is ±1.7tonnes/(ha·year) or ±34%. The model results are employed for further use in a soil erosion atlas and internet-based soil data viewer.","['ABAG', 'Erosion modelling', 'Germany', 'MEPhos', 'Sediment input', 'Uncertainty analysis']",yes,yes,DE,yes,no,,Max
189,"['Pelletier, Charlotte', 'Webb, Geoffrey I', 'Petitjean, François']",Temporal Convolutional Neural Network for the Classification of Satellite Image Time Series,2019,Remote Sensing,http://dx.doi.org/10.3390/rs11050523,"Latest remote sensing sensors are capable of acquiring high spatial and spectral Satellite Image Time Series (SITS) of the world. These image series are a key component of classification systems that aim at obtaining up-to-date and accurate land cover maps of the Earth’s surfaces. More specifically, current SITS combine high temporal, spectral and spatial resolutions, which makes it possible to closely monitor vegetation dynamics. Although traditional classification algorithms, such as Random Forest (RF), have been successfully applied to create land cover maps from SITS, these algorithms do not make the most of the temporal domain. This paper proposes a comprehensive study of Temporal Convolutional Neural Networks (TempCNNs), a deep learning approach which applies convolutions in the temporal dimension in order to automatically learn temporal (and spectral) features. The goal of this paper is to quantitatively and qualitatively evaluate the contribution of TempCNNs for SITS classification, as compared to RF and Recurrent Neural Networks (RNNs) —a standard deep learning approach that is particularly suited to temporal data. We carry out experiments on Formosat-2 scene with 46 images and one million labelled time series. The experimental results show that TempCNNs are more accurate than the current state of the art for SITS classification. We provide some general guidelines on the network architecture, common regularization mechanisms, and hyper-parameter values such as batch size; we also draw out some differences with standard results in computer vision (e.g., about pooling layers). Finally, we assess the visual quality of the land cover maps produced by TempCNNs.","['Accuracy', 'Algorithms', 'Artificial intelligence', 'Artificial neural networks', 'Classification', 'Classification systems', 'Computer vision', 'Deep learning', 'Image classification', 'Information processing', 'International conferences', 'Land cover', 'Land use', 'Machine learning', 'Mapping', 'Maps', 'Neural networks', 'Optimization', 'Physics', 'Quality assessment', 'Recurrent neural networks', 'Regularization', 'Remote sensing', 'Remote sensors', 'Satellite imagery', 'Satellites', 'Spectra', 'Temporal Convolutional Neural Network (TempCNN)', 'Time series', 'United States--US', 'Vegetation', 'classification', 'land cover mapping', 'remote sensing', 'satellite images', 'time series']",yes,yes,FR,yes,no,,Max
190,"['Stein, Susanne', 'Steinmann, Horst-Henning', 'Isselstein, Johannes']",Linking Arable Crop Occurrence with Site Conditions by the Use of Highly Resolved Spatial Data,2019,LAND,10.3390/land8040065,"Agricultural land use is influenced in different ways by local factors such as soil conditions, water supply, and socioeconomic structure. We investigated at regional and field scale how strong the relationship of arable crop patterns and specific local site conditions is. At field scale, a logistic regression analysis for the main crops and selected site variables detected, for each of the analyzed crops, its own specific character of crop-site relationship. Some crops have diverging site relations such as maize and wheat, while other crops show similar probabilities under comparable site conditions, e.g., oilseed rape and winter barley. At the regional scale, the spatial comparison of clustered variables and clustered crop pattern showed a slightly stronger relationship of crop combination and specific combinations of site variables compared to the view of the single crop-site relationship. PU  - MDPI PI  - BASEL PA  - ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,yes,yes,DE,yes,no,,Max
191,"['Ledermüller, Sandra', 'Lorenz, Marco', 'Brunotte, Joachim', 'Fröba, Norbert']",A Multi-Data Approach for Spatial Risk Assessment of Topsoil Compaction on Arable Sites,2018,Sustainability,http://dx.doi.org/10.3390/su10082915,"Soil compaction is a human-induced threat which negatively affects soil functions and is highly dependent on site-specific soil conditions and land use patterns. Proper management techniques are indispensable for sustainable soil protection to ensure its function in the long term. A number of concepts exist to develop risk maps on the basis of soil inherent susceptibility to compaction at a given soil moisture level (mostly field capacity). However, the real soil conditions, e.g., current soil moisture content at the time of field work and the real machinery load, are not taken into account. To bridge this gap, we present a multi-data approach for qualitative risk assessment, which combines spatially and temporally explicit data on soil, soil moisture, and land use information. The contributing components integrate daily probability distribution, including inter- and intra-annual variations in land use and weather. We combined soil susceptibility to compaction and field work for the federal state of Lower Saxony per half-months and identified three clusters with more or less compaction risk for Lower Saxony. In spring, mainly manure spreading to maize and in autumn harvesting of maize and sugar beets are contributing to the yearly probability of compaction risk in top soils. With the presented approach risk areas can be identified. For the evaluation of the current compaction risks, farm specifications on machinery and timing of field work must also be taken into account.","['Agricultural equipment', 'Animal wastes', 'Annual variations', 'Arable land', 'Corn', 'Environmental Studies', 'Field capacity', 'Gene mapping', 'Harvesting', 'Human influences', 'Information processing', 'Land use', 'Land use management', 'Machinery', 'Machinery and equipment', 'Moisture content', 'Probability distribution', 'Qualitative analysis', 'Risk assessment', 'Soil compaction', 'Soil conditions', 'Soil moisture', 'Spatial data', 'Sugar beets', 'Topsoil', 'Water content', 'risk assessment', 'soil compaction', 'soil functions', 'soil management']",yes,yes,DE,yes,no,,Max
192,"['Štolbová, M', 'Míčová, M']",The farm size in the less-favoured areas and the economy of support spending on public goods production in the case of the Czech Republic,2012,Agricultural Economics,http://dx.doi.org/10.17221/177/2011-AGRICECON,"Opportunities for savings in both human labour and technical equipment were tested on the case of large farms situated in the less-favoured areas (LFA). Large LFA farms were found to be undoubtedly more efficient than the small ones, as well as the diversification of activities (to non-agricultural) was much wider at the large farms in the Czech Republic (CR). The targeting of the objectives of the LFA measure was analysed on the cases of the selected types of the small and large farms and also the amounts of support, devoted to reach these objectives. The paper further analyses economic results of the small and large farms in the LFA within the CR, and evaluates the impacts of the current LFA measures, where the payment distribution is based only on the grassland area, regardless of the farm size in the CR. Based on these analyses, it was suggested to distribute the LFA payments in the CR per 1ha of utilised agricultural area of farm. Also, it was showed that it would be suitable to introduce a graded decrease of the LFA payments rates according to the farm size. The analysis proves that the economic survival of the large farms, measured as the farm net value added per one annual work unit, will not be endangered.","['Business And Economics--Economic Systems And Theor', 'Czech Republic', 'Economic analysis', 'Equipment costs', 'Farms', 'Grasslands', 'Payments', 'economic results of farms', 'farm size', 'less favoured areas', 'public goods production']",yes,yes,CZ,yes,no,,Max
193,"['Steidl, Jörg', 'Schuler, Johannes', 'Schubert, Undine', 'Dietrich, Ottfried', 'Zander, Peter']",Expansion of an Existing Water Management Model for the Analysis of Opportunities and Impacts of Agricultural Irrigation under Climate Change Conditions,2015,Water,http://dx.doi.org/10.3390/w7116351,"The impact of climate change and increased irrigation area on future hydrologic and agro-economic conditions was analysed for a representative basin in northeastern Germany using an expanded version of the WBalMO (water balance model) for water management. The model expansion represents various temporally and spatially differentiated irrigation water use processes, including agricultural irrigation, as part of a river basin's water management. We show that climate changes lead to increased irrigation water demands in the future, which will not always be able to be met. The resulting water deficits were shown for different crops depending on their irrigation priority and the water available. With an increased irrigation area, water deficits will rise. This may limit the profitability of agricultural irrigation. The impacts of climate change on low-flow conditions in the river are much higher than those of the increase in irrigated area alone. Therefore, any additional increases of irrigation will require careful monitoring of water availability to avoid critical impacts on river flows. The expanded model was able to replicate the processes of agricultural irrigation water use and can thus be used to test the impact of policies such as the certification of new irrigation permits.",['Environmental Studies'],yes,yes,DE,yes,no,,Max
194,"['Andrade, Camila', 'Villers, Alexandre', 'Balent, Gérard', 'Bar‐Hen, Avner', 'Chadoeuf, Joël', 'Cylly, Daniel', 'Cluzeau, Daniel', 'Fried, Guillaume', 'Guillocheau, Sarah', 'Pillon, Olivier', 'Porcher, Emmanuelle', 'Tressou, Jessica', 'Yamada, Ohri', 'Lenne, Nicolas', 'Jullien, Jérôme', 'Monestiez, Pascal']","A real‐world implementation of a nationwide, long‐term monitoring program to assess the impact of agrochemicals and agricultural practices on biodiversity",2021,Ecology and Evolution,http://dx.doi.org/10.1002/ece3.6459,"Biodiversity has undergone a major decline throughout recent decades, particularly in farmland. Agricultural practices are recognized to be an important pressure on farmland biodiversity, and pesticides are suspected to be one of the main causes of this decline in biodiversity. As part of the national plan for reduction of pesticides use (Ecophyto), the French ministry of agriculture launched the 500 ENI (nonintended effects) monitoring program in 2012 in order to assess the unintended effects of agricultural practices, including pesticide use, on biodiversity represented by several taxonomic groups of interest for farmers. This long‐term program monitors the biodiversity of nontargeted species (earthworms, plants, coleoptera, and birds), together with a wide range of annual data on agricultural practices (crop rotation, soil tillage, weed control, fertilizers, chemical treatments, etc.). Other parameters (e.g., landscape and climatic characteristics) are also integrated as covariates during the analyses. This monitoring program is expected to improve our understanding of the relative contribution of the different drivers of population and community trends. Here, we present the experience of setting up the 500 ENI network for this ambitious and highly complex monitoring program, as well as the type of data it collects. The issue of data quality control and some first results are discussed. With the aim of being useful to readers who would like to set up similar monitoring schemes, we also address some questions that have arisen following the first five years of the implementation phase of the program.","['Agricultural land', 'Agricultural management', 'Agricultural practices', 'Agriculture', 'Agrochemicals', 'Biodiversity', 'Biology', 'Birds', 'Chemical treatment', 'Corn', 'Crop rotation', 'Crops', 'Farms', 'Fertilizers', 'France', 'Lettuce', 'Monitoring', 'Pesticides', 'Quality control', 'Soil fertility', 'Taxonomy', 'Tillage', 'Trends', 'Weed control', 'Wheat', 'Wineries & vineyards', 'agricultural practices', 'farmland biodiversity', 'monitoring program', 'nontarget species']",yes,yes,FR,Yes,no,,Max
